DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","2,5 tỷ",City Gate Towers,91 m²,Đã bàn giao,"27,47 triệu/m²",2 phòng,,15,,Nội thất cao cấp,,Đông Bắc,Căn góc
"151, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh","2,35 tỷ",River Gate,31 m²,Đã bàn giao,"75,81 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,Nội thất cao cấp,Đông Bắc,Tây Nam,Căn góc
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","10,7 tỷ",Vinhomes Central Park,120 m²,Đã bàn giao,"89,17 triệu/m²",4 phòng,2 phòng,,,,,,
"Đường Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,7 tỷ",Căn hộ Bình Khánh (Chung cư Đức Khải Q2),66.1 m²,Chưa bàn giao,"40,85 triệu/m²",2 phòng,3 phòng,8,Đã có sổ,Nội thất đầy đủ,,,
"Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,9 tỷ",Cantavil An Phú - Cantavil Premier,100 m²,Đã bàn giao,39 triệu/m²,3 phòng,,12,,,,,
"Số 34-35 Số 34-35 Đường Bến Vân Đồn, Phường 12, Quận 4, Thành phố Hồ Chí Minh, Phường 13, Quận 4, Tp Hồ Chí Minh","4,05 tỷ",Saigon Royal Residence,53 m²,Đã bàn giao,"76,42 triệu/m²",2 phòng,1 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2 tỷ,Vinhomes Grand Park,60 m²,Đã bàn giao,"33,33 triệu/m²",2 phòng,,,,,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","8,55 tỷ",Vinhomes Central Park,126 m²,Đã bàn giao,"67,86 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,Nam,Bắc,Căn góc
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","4,5 tỷ",Eco Green Sài Gòn,66 m²,Đã bàn giao,"68,18 triệu/m²",2 phòng,1 phòng,7,Giấy tờ khác,Nội thất đầy đủ,Bắc,Nam,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,4 tỷ",Saigon Riverside Complex Q7,67 m²,Chưa bàn giao,"35,82 triệu/m²",2 phòng,2 phòng,,,,,,
"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",Saigon Gateway,73 m²,Đã bàn giao,"28,77 triệu/m²",2 phòng,2 phòng,,,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,5 tỷ",The Sun Avenue,56 m²,Đã bàn giao,"62,5 triệu/m²",2 phòng,1 phòng,,,,,,
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,89 tỷ",Dream Home Riverside,75 m²,Chưa bàn giao,"25,2 triệu/m²",3 phòng,2 phòng,,,,,,Căn góc
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","4,1 tỷ",Sunrise Riverside,99 m²,Đã bàn giao,"41,41 triệu/m²",3 phòng,2 phòng,,Đã có sổ,,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,65 tỷ",Celadon City,53 m²,Đã bàn giao,50 triệu/m²,1 phòng,1 phòng,5,Đang chờ sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,
"Trương Đình Hội, Phường 16, Quận 8, Tp Hồ Chí Minh","1,4 tỷ",NBB Garden 3_City Gate 3,51 m²,Chưa bàn giao,"27,45 triệu/m²",1 phòng,1 phòng,,,,,,
"111B, 111B Đường Lý Thánh Tông, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","1,43 tỷ",Căn hộ Quang Thái,69 m²,Chưa bàn giao,"20,72 triệu/m²",2 phòng,1 phòng,,,,Đông,,
"113/89 113/89 An Dương Vương, P.An Lạc, Q.Bình Tân, TP. Hồ Chí Minh., Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,89 tỷ",Chung cư Lê Thành,78 m²,Đã bàn giao,"24,23 triệu/m²",2 phòng,2 phòng,14,Đã có sổ,Hoàn thiện cơ bản,Đông,Tây,
"Nguyễn Hữu Thọ, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","9,2 tỷ",The Landmark 81 - Vinhomes Central Park,110 m²,Đã bàn giao,"83,64 triệu/m²",3 phòng,,,,,,,
"117, Nguyễn Đình Chiểu, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","1,97 tỷ",Léman Luxury Apartments,76 m²,Đã bàn giao,"25,92 triệu/m²",2 phòng,,,,,,,
"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,15 tỷ",Jamila Khang Điền,75 m²,Đã bàn giao,42 triệu/m²,2 phòng,2 phòng,,,,,,
"168, Phan Văn Trị, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","4,05 tỷ",Cityland Garden Hills - Gò Vấp,72 m²,Đã bàn giao,"56,25 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,Tây,,
"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh","1,876 tỷ",Hà Đô Centrosa Garden,68 m²,Đã bàn giao,"27,59 triệu/m²",2 phòng,2 phòng,,,Nội thất đầy đủ,,,
"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",2 tỷ,Dream Home Palace,80 m²,Đã bàn giao,25 triệu/m²,3 phòng,2 phòng,,,,,,
"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh","4,3 tỷ",The Gold View,80 m²,Đã bàn giao,"53,75 triệu/m²",2 phòng,2 phòng,,,,,,
"Bình Trưng Đông, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,35 tỷ",Chung cư Petroland Quận 2,74 m²,Đã bàn giao,"31,76 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,Căn góc
"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","1,8 tỷ",Dream Home Palace,62 m²,Đã bàn giao,"29,03 triệu/m²",2 phòng,2 phòng,9,Giấy tờ khác,Hoàn thiện cơ bản,Đông Nam,Tây,
"241/42, 241/42 Đường Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh","2,1 tỷ",Starlight Riverside,57 m²,Đã bàn giao,"36,84 triệu/m²",2 phòng,2 phòng,,Giấy tờ khác,,,,
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,8 tỷ",Vinhomes Grand Park,59 m²,Đã bàn giao,"30,51 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","1,98 tỷ",Osimi Tower,53 m²,Đã bàn giao,"37,36 triệu/m²",2 phòng,1 phòng,,,,,,
"Số 383, Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,315 tỷ",La Astoria,110 m²,Chưa bàn giao,"30,14 triệu/m²",3 phòng,3 phòng,,Đã có sổ,,,,
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,38 tỷ",LuxGarden,65 m²,Đã bàn giao,"36,62 triệu/m²",2 phòng,2 phòng,,,,,,
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","3,884 tỷ",Akari City,121 m²,Chưa bàn giao,"32,1 triệu/m²",3 phòng,3 phòng,,,,,,Căn góc
"86, Tản Đà, Phường 11, Quận 5, Tp Hồ Chí Minh","1,85 tỷ",Tản Đà Court,1 m²,Đã bàn giao,"1,85 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"346 346 Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh, Phường 1, Quận 4, Tp Hồ Chí Minh",4 tỷ,The Gold View,81 m²,Đã bàn giao,"49,38 triệu/m²",2 phòng,2 phòng,4,Đang chờ sổ,Nội thất đầy đủ,Bắc,Đông Bắc,
"Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","2,6 tỷ",Q7 Boulevard,70 m²,Đã bàn giao,"37,14 triệu/m²",2 phòng,,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,77 tỷ",Vinhomes Grand Park,69 m²,Đã bàn giao,"54,64 triệu/m²",2 phòng,2 phòng,7,Đang chờ sổ,,,,Căn góc
"Đường Hậu Giang, Phường 11, Quận 6 , Tp.HCM , Việt Nam, Phường 11, Quận 6, Tp Hồ Chí Minh","3,9 tỷ",Him Lam Chợ Lớn,102 m²,Đã bàn giao,"38,24 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Văn Luông, Phường 12, Quận 6, Tp Hồ Chí Minh","1,84 tỷ",Saigon Asiana,73 m²,Đã bàn giao,"25,21 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"192, Đường Phạm Đức Sơn, Phường 16, Quận 8, Tp Hồ Chí Minh","1,55 tỷ",Heaven Riverview (Heaven CityView),52 m²,Đã bàn giao,"29,81 triệu/m²",1 phòng,1 phòng,,,,,,
"6, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,63 tỷ",Urban Green,82 m²,Chưa bàn giao,"56,46 triệu/m²",2 phòng,,,,,,,
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh, Phường 16, Quận 8, Tp Hồ Chí Minh","2,39 tỷ",Diamond Riverside (City Gate Towers 2),72.25 m²,Đã bàn giao,"33,08 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,Nam,,
"Quận 7, Tp Hồ Chí Minh, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",6 tỷ,Sunrise City,120 m²,Đã bàn giao,50 triệu/m²,3 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,Đông Bắc,Tây Bắc,Căn góc
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,75 tỷ",The Park Residence,61 m²,Đã bàn giao,"28,69 triệu/m²",2 phòng,1 phòng,10,Đang chờ sổ,Hoàn thiện cơ bản,Đông,Tây,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,05 tỷ",Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"38,68 triệu/m²",1 phòng,1 phòng,24,Đang chờ sổ,Hoàn thiện cơ bản,,,
"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh","2,75 tỷ",Topaz Elite,79 m²,Đã bàn giao,"34,81 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","2,9 tỷ",Lavida Plus,75 m²,Đã bàn giao,"38,67 triệu/m²",2 phòng,2 phòng,18,Đang chờ sổ,Bàn giao thô,,,Căn góc
"Tam Bình, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",Saigon Avenue (Primerland),62 m²,Đã bàn giao,"35,48 triệu/m²",2 phòng,2 phòng,,,,,,
"783, Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","3,05 tỷ",Hoàng Anh Gia Lai 2,118 m²,Chưa bàn giao,"25,85 triệu/m²",3 phòng,3 phòng,19,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","4,6 tỷ",Sunrise City,99 m²,Đã bàn giao,"46,46 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,Tây,Đông,Căn góc
"151, 151 Số 151 - 155 Đường Bến Vân Đồn, Phường 6, Quận 4, Thành phố Hồ Chí Minh, Phường 6, Quận 4, Tp Hồ Chí Minh","3,6 tỷ",River Gate,40.8 m²,Chưa bàn giao,"88,24 triệu/m²",1 phòng,1 phòng,4,Đang chờ sổ,Nội thất cao cấp,Đông Bắc,Tây Nam,
"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",2 tỷ,Jamona Heights,76 m²,Đã bàn giao,"26,32 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Bàn giao thô,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,72 tỷ",Saigon Riverside Complex Q7,73 m²,Đã bàn giao,"23,56 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"346, 346 346 Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh, Phường 1, Quận 4, Tp Hồ Chí Minh","4,7 tỷ",The Gold View,92 m²,Đã bàn giao,"51,09 triệu/m²",2 phòng,2 phòng,,,,,,
"961, 961 Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh","4,5 tỷ",An Phú Apartment,137 m²,Đã bàn giao,"32,85 triệu/m²",3 phòng,3 phòng,18,Đã có sổ,Hoàn thiện cơ bản,Bắc,Đông Bắc,Căn góc
"Đại Lộ Đông Tây, Phường 16, Quận 8, Tp Hồ Chí Minh","2,2 tỷ",Carina Plaza,105 m²,Đã bàn giao,"20,95 triệu/m²",2 phòng,,,,,,,
"996 Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","1,8 tỷ",The Pegasuite 2,52 m²,Chưa bàn giao,"34,62 triệu/m²",2 phòng,1 phòng,,,Hoàn thiện cơ bản,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,55 tỷ",Vinhomes Grand Park,70 m²,Đã bàn giao,"36,43 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,,,,
"Đường Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","1,73 tỷ",City Garden,70 m²,Đã bàn giao,"24,71 triệu/m²",2 phòng,,,Đã có sổ,Nội thất đầy đủ,,,
"Số 20, Số 20 Số 20 Đường Cộng Hòa, Phường 12, Quận Tân Bình, TP Hồ Chí Minh, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","1,444 tỷ",Cộng Hòa Garden,54 m²,Đã bàn giao,"26,74 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","1,5 tỷ",Green Town Bình Tân,53 m²,Chưa bàn giao,"28,3 triệu/m²",2 phòng,1 phòng,,,,,,
"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,25 tỷ",Lavita Charm,68 m²,Đã bàn giao,"18,38 triệu/m²",2 phòng,2 phòng,,,,,,
"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh","2,3 tỷ",Võ Đình Apartment,114 m²,Đã bàn giao,"20,18 triệu/m²",3 phòng,,,,,,,
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,83 tỷ",Conic Riverside,65 m²,Đã bàn giao,"28,15 triệu/m²",2 phòng,1 phòng,,Đang chờ sổ,,,,
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,482 tỷ",Dream Home Riverside,57 m²,Chưa bàn giao,26 triệu/m²,2 phòng,2 phòng,,,,,,
"Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,45 tỷ",Fortuna Vườn Lài (Kim Hồng Fortuna),90 m²,Đã bàn giao,"27,22 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",47 tỷ,Empire City Thủ Thiêm,203 m²,Đã bàn giao,"231,53 triệu/m²",4 phòng,4 phòng,,Đang chờ sổ,Nội thất cao cấp,,Đông Nam,Căn góc
"Đường D6, Phường Bình Chiểu, Quận Thủ Đức, TP. Hồ Chí Minh, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,15 tỷ",Fresca Riverside,70 m²,Đã bàn giao,"30,71 triệu/m²",2 phòng,2 phòng,16,Đã có sổ,Hoàn thiện cơ bản,Tây Bắc,Đông Nam,Căn góc
"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,08 tỷ",Saigon Gateway,71 m²,Đã bàn giao,"29,3 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","3,3 tỷ",Carillon 3,61 m²,Đã bàn giao,"54,1 triệu/m²",2 phòng,,,Đang chờ sổ,Nội thất đầy đủ,Đông,Tây,
"Số 184 đường Trần Văn Kiểu, Phường 10, Quận 6, TP. Hồ Chí Minh, Phường 10, Quận 6, Tp Hồ Chí Minh","1,6 tỷ",Asiana Capella,73 m²,Đã bàn giao,"21,92 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Hoàn thiện cơ bản,,,Căn góc
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,73 tỷ",Topaz Elite,85 m²,Đã bàn giao,"32,12 triệu/m²",3 phòng,2 phòng,,,,,,
"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,3 tỷ",Lavita Charm,51 m²,Đã bàn giao,"45,1 triệu/m²",1 phòng,,,,,,,
"Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","3,5 tỷ",M-One Nam Sài Gòn,88 m²,Đã bàn giao,"39,77 triệu/m²",3 phòng,2 phòng,,,Hoàn thiện cơ bản,Nam,Bắc,
"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,89 tỷ",Saigon Gateway,58 m²,Đã bàn giao,"32,59 triệu/m²",2 phòng,1 phòng,,,,,,
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Thành phố Hồ Chí Minh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,765 tỷ",EHome 3,65 m²,Đã bàn giao,"27,15 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,Căn góc
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","3,1 tỷ",Richmond City,88 m²,Đã bàn giao,"35,23 triệu/m²",3 phòng,3 phòng,,,,,,
"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","2,6 tỷ",Lavida Plus,56 m²,Chưa bàn giao,"46,43 triệu/m²",1 phòng,1 phòng,31,Đang chờ sổ,Hoàn thiện cơ bản,,Tây Bắc,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",10 tỷ,Vinhomes Central Park,100 m²,Đã bàn giao,100 triệu/m²,3 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"số 1A, số 1A Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","2,35 tỷ",Tara Residence,78 m²,Đã bàn giao,"30,13 triệu/m²",2 phòng,2 phòng,,,,,,
"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,7 tỷ",Flora Novia,75 m²,Đã bàn giao,36 triệu/m²,2 phòng,,,,,,,
"Số 685, Âu Cơ, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","3,3 tỷ",Oriental Plaza (Âu Cơ Tower),89 m²,Đã bàn giao,"37,08 triệu/m²",2 phòng,,22,Đang chờ sổ,Nội thất đầy đủ,Đông Nam,,Căn góc
"Đường D7, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,05 tỷ",Ricca,55 m²,Đã bàn giao,"37,27 triệu/m²",2 phòng,1 phòng,7,Đã có sổ,,,,
"Lô A1 Số 10 Đường D1, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,75 tỷ",Florita,39 m²,Chưa bàn giao,"44,87 triệu/m²",1 phòng,1 phòng,,,,,,
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","6,9 tỷ",Masteri Thảo Điền,93 m²,Đã bàn giao,"74,19 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,Căn góc
"36 Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,28 tỷ",Centana Thủ Thiêm,64 m²,Đã bàn giao,20 triệu/m²,2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","1,45 tỷ",Saigon Homes Bình Tân,45 m²,Chưa bàn giao,"32,22 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,55 tỷ",The Sun Avenue,55 m²,Chưa bàn giao,"46,36 triệu/m²",1 phòng,1 phòng,,,,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,88 tỷ",Celadon City,98 m²,Đã bàn giao,"39,59 triệu/m²",3 phòng,,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,99 tỷ",Vinhomes Grand Park,59 m²,Đã bàn giao,"50,68 triệu/m²",2 phòng,2 phòng,,,Hoàn thiện cơ bản,,Đông Nam,
"Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,745 tỷ",Chung cư Tây Thạnh,60 m²,Chưa bàn giao,"29,08 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","1,6 tỷ",M-One Nam Sài Gòn,34 m²,Đã bàn giao,"47,06 triệu/m²",1 phòng,,,,,,,
"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","1,42 tỷ",The Pegasuite,35 m²,Đã bàn giao,"40,57 triệu/m²",1 phòng,1 phòng,,,,,,
"239 – 241 – 278, 239 – 241 – 278  Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","2,75 tỷ",Căn hộ RichStar,65 m²,Đã bàn giao,"42,31 triệu/m²",2 phòng,,,Đang chờ sổ,,,,
"Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,3 tỷ",Flora Anh Đào,67 m²,Chưa bàn giao,"34,33 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,Tây Nam,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,38 tỷ",Celadon City,71 m²,Chưa bàn giao,"47,61 triệu/m²",2 phòng,2 phòng,,,,,,
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","1,93 tỷ",Topaz Elite,74 m²,Đã bàn giao,"26,08 triệu/m²",2 phòng,2 phòng,,,,,,
"Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","1,46 tỷ",Chung cư Thế Kỷ 21,82 m²,Đã bàn giao,"17,8 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 1, Tôn Thất Thuyết, Phường 18, Quận 4, Tp Hồ Chí Minh",6 tỷ,Căn hộ DE LA SOL (Delasol),63 m²,Chưa bàn giao,"95,24 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,Nam,Bắc,
"Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","4,7 tỷ",River Panorama (The Garden Bay),114 m²,Đã bàn giao,"41,23 triệu/m²",3 phòng,2 phòng,,Đang chờ sổ,Nội thất đầy đủ,,,Căn góc
"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh",4 tỷ,The Gold View,80 m²,Đã bàn giao,50 triệu/m²,2 phòng,2 phòng,,,,,,
"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh","5,2 tỷ",Hà Đô Centrosa Garden,57 m²,Đã bàn giao,"91,23 triệu/m²",1 phòng,1 phòng,,Đã có sổ,Nội thất cao cấp,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,58 tỷ",Celadon City,67 m²,Chưa bàn giao,"53,43 triệu/m²",2 phòng,1 phòng,12,,,Tây Nam,Đông Bắc,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,87 tỷ",Sunrise City,76 m²,Đã bàn giao,"24,61 triệu/m²",2 phòng,,,,Nội thất cao cấp,,,Căn góc
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",The Origami – Vinhomes Grand Park,59 m²,Đã bàn giao,"35,59 triệu/m²",2 phòng,,,Đã có sổ,Nội thất cao cấp,,,
"Trần Văn Kiểu, Phường 10, Quận 6, Tp Hồ Chí Minh","1,69 tỷ",Asiana Capella,1 m²,Đã bàn giao,"1,69 tỷ/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất đầy đủ,,,
